sure_no;standart_sure_ad;video_baslik;mufessir;youtube_video_id;thumbnail_url;video_thumbnail_url
80;Abese;Abese Suresi Tefsiri 1 Alaeddin Palevi Hoca;Alâeddin Palevi;tovmrdE2ibE;;https://i.ytimg.com/vi/tovmrdE2ibE/default.jpg
80;Abese;Abese Suresi  Tefsiri 2 Alaeddin Palevi Hoca;Alâeddin Palevi;At66iXZeEog;;https://i.ytimg.com/vi/At66iXZeEog/default.jpg
80;Abese;Ali Küçük Abese Suresi Tefsir Dersi;Ali Küçük;tof1sjfPUmI;;https://i.ytimg.com/vi/tof1sjfPUmI/default.jpg
80;Abese;20Abese;Mehmet Özçelik;Ng_WM0JniJI;;https://i.ytimg.com/vi/Ng_WM0JniJI/default.jpg
80;Abese;13AbeseNaziatwww.Tesbitler.Com   www.Mehmetözçelik.Com;Mehmet Özçelik;Eesk3AOBfuI;;https://i.ytimg.com/vi/Eesk3AOBfuI/default.jpg
80;Abese;1) Abese Suresi 1. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;9Upb5KC1_wI;;https://i.ytimg.com/vi/9Upb5KC1_wI/default.jpg
80;Abese;2) Abese Suresi 23. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;pnjHCV32ySs;;https://i.ytimg.com/vi/pnjHCV32ySs/default.jpg
80;Abese;Abese Suresi Tefsiri ? Ebu Ubeyde;Ebu Ubeyde;pmzoKHQKne8;;https://i.ytimg.com/vi/pmzoKHQKne8/default.jpg
80;Abese;Fizilalil Kuran Tefsiri  205 Abese Suresi;Seyyid Kutub;bh1RiQnksJ4;;https://i.ytimg.com/vi/bh1RiQnksJ4/default.jpg
80;Abese;80 Abese Suresi Tefsiri;Süleyman Ramazanoğlu;4hqfTNDZOPw;;https://i.ytimg.com/vi/4hqfTNDZOPw/default.jpg
80;Abese;Kuranın Dilinden 158.Bölüm  (Abese Suresi);Prof. Dr. Mehmet Ünal;hYXmJ4r2n20;;https://i.ytimg.com/vi/hYXmJ4r2n20/default.jpg
80;Abese;107 Abese Mahamud Kaya;Mahmud Kaya;wzIOW7Lt3I;;https://i.ytimg.com/vi/wzIOW7Lt3I/default.jpg
80;Abese;108 Abese Mahamud Kaya;Mahmud Kaya;WKKYFCbuYc;;https://i.ytimg.com/vi/WKKYFCbuYc/default.jpg
80;Abese;Abese 18;Hüseyin Kemal Gürger;CN_16RcU7pg;;https://i.ytimg.com/vi/CN_16RcU7pg/default.jpg
80;Abese;Abese 821;Hüseyin Kemal Gürger;wJ5CAxdM8yg;;https://i.ytimg.com/vi/wJ5CAxdM8yg/default.jpg
80;Abese;Abese 2242;Hüseyin Kemal Gürger;oL0_bLsaPUU;;https://i.ytimg.com/vi/oL0_bLsaPUU/default.jpg
80;Abese;Abese Suresi  (Tefsir Dersleri)  Prof. Dr. Şadi Eren;Prof. Dr. Şadi Eren;9zgP8tiNtA;;https://i.ytimg.com/vi/9zgP8tiNtA/default.jpg
80;Abese;Tefsir26/ Arif Özel/ Abese Suresi| 29.11.2019;Arif Özel;5uxHWQhxDHo;;https://i.ytimg.com/vi/5uxHWQhxDHo/default.jpg
80;Abese;Abese Suresi Tefsir  Muharrem Çakır;Muharrem Çakır;ghrt33FsuuQ;;https://i.ytimg.com/vi/ghrt33FsuuQ/default.jpg
80;Abese;Abese Suresi Tefsiri 1.Bölüm;Prof. Dr. Ali Akpınar;hGTzLvnmqZE;;https://i.ytimg.com/vi/hGTzLvnmqZE/default.jpg
80;Abese;Abese Suresi Tefsiri 2.Bölüm;Prof. Dr. Ali Akpınar;15KcP2M6_Is;;https://i.ytimg.com/vi/15KcP2M6_Is/default.jpg
80;Abese;Tefsir  160  Abese Suresi (12  42)  İhsan Şenocak;İhsan Şenocak;i4j_dvaYwbU;;https://i.ytimg.com/vi/i4j_dvaYwbU/default.jpg
80;Abese;Tefsir  159  Abese Suresi (111)  İhsan Şenocak;İhsan Şenocak;xjn5eLxzf6w;;https://i.ytimg.com/vi/xjn5eLxzf6w/default.jpg
80;Abese;80 Abese Suresi Tefsiri;Muhammed Bilal Nadir;0fn0LdGaL5I;;https://i.ytimg.com/vi/0fn0LdGaL5I/default.jpg
80;Abese;Tefsirul Kuran Hikmetul Beyan  Abese Suresi  Muhammed Hüseyin (R.A.);Muhammed Hüseyin;U2rf1GMV87I;;https://i.ytimg.com/vi/U2rf1GMV87I/default.jpg
80;Abese;58. Tozlu Kara Yüzler Abese Suresi 3. Bölüm;Mustafa Atmaca Sakaryevi;UhiV7hiUuAo;;https://i.ytimg.com/vi/UhiV7hiUuAo/default.jpg
80;Abese;56. Fakire Yüzünü EkşitmeAbese Suresi 1.Bölüm;Mustafa Atmaca Sakaryevi;6lF6YsqSNLE;;https://i.ytimg.com/vi/6lF6YsqSNLE/default.jpg
80;Abese;20 Abese;Mehmet Özçelik;CCp7DIUMo;;https://i.ytimg.com/vi/CCp7DIUMo/default.jpg
80;Abese;Abese Suresi Tefsiri (3442)|Adem Sözkesen;Adem Sözkesen Hoca;vyEV8fk0UYY;;https://i.ytimg.com/vi/vyEV8fk0UYY/default.jpg
80;Abese;Abese Suresi Tefsiri (133)|Adem Sözkesen;Adem Sözkesen Hoca;d__bhbjVYgA;;https://i.ytimg.com/vi/d__bhbjVYgA/default.jpg
80;Abese;"Tuncer Namlı  "" Abese Ve Kadr ""  Sureleri Ayetlerin Tefsiri";Tuncer Namlı;BrUGNYrX_EI;;https://i.ytimg.com/vi/BrUGNYrX_EI/default.jpg
80;Abese;Tefsir Dersleri  Abese Suresi;Prof. Dr. Şadi Eren;6L6Nowys;;https://i.ytimg.com/vi/6L6Nowys/default.jpg
80;Abese;05)01.03.2013 Cuma Sohbeti Abese Suresi|Ali Kara Hoca|Müceddid Vakfı;Ali Kara Hocaefendi;7yuums2600o;;https://i.ytimg.com/vi/7yuums2600o/default.jpg
80;Abese;57. İnsani Bu Kadar Nankör Yapan Nedir Abese Suresi 2. Bölüm;Mustafa Atmaca Sakaryevi;A6i84nwv9iU;;https://i.ytimg.com/vi/A6i84nwv9iU/default.jpg
80;Abese;7881. Nebe, Naziat, Abese, Tekvir Süreleri;Prof. Dr. Hasan Tahsin Feyizli;4l9dvKxJTI;;https://i.ytimg.com/vi/4l9dvKxJTI/default.jpg
100;Adiyat;Ali Küçük Adiyat Suresi Tefsir Dersi Dinle / Mp3 Ses;Ali Küçük;WnpVwl_jeGI;;https://i.ytimg.com/vi/WnpVwl_jeGI/default.jpg
100;Adiyat;TefsirU EbisSuud (TefsirU SuretilÂdiyat) 1;Ahmet Karakaya;b9FYBQqbclM;;https://i.ytimg.com/vi/b9FYBQqbclM/default.jpg
100;Adiyat;TefsirU EbisSuud (TefsirU SuretilÂdiyat) 2;Ahmet Karakaya;SX6w6wextg8;;https://i.ytimg.com/vi/SX6w6wextg8/default.jpg
100;Adiyat;Kuran Sohbeti  Adiyat Suresi;Bayraktar Bayraklı;AlXf7ljTLXA;;https://i.ytimg.com/vi/AlXf7ljTLXA/default.jpg
100;Adiyat;Adiyat Suresi Tefsiri ? Ebu Ubeyde;Ebu Ubeyde;YVPqKSWyGHw;;https://i.ytimg.com/vi/YVPqKSWyGHw/default.jpg
100;Adiyat;Âdiyat Suresi Tefsiri  Katre Tefsir Dersi (Davet Fm Canlı Yayın);Mustafa Solmaz ve Mücahit Akyüz;ydZf58O9U5E;;https://i.ytimg.com/vi/ydZf58O9U5E/default.jpg
100;Adiyat;Fizilalil Kuran Tefsiri  225Adiyat Suresi;Seyyid Kutub;ROrL9Hj6JE;;https://i.ytimg.com/vi/ROrL9Hj6JE/default.jpg
100;Adiyat;100 Adiyat Suresi Tefsiri;Süleyman Ramazanoğlu;d6Gfm1GBwKM;;https://i.ytimg.com/vi/d6Gfm1GBwKM/default.jpg
100;Adiyat;Kuranın Dilinden 148.Bölüm  (Adiyat Suresi);Prof. Dr. Mehmet Ünal;Tb1h603bQ2U;;https://i.ytimg.com/vi/Tb1h603bQ2U/default.jpg
100;Adiyat;Necdet Çağıl İle Kuran Sohbetleri 17.Bölüm  Adiyat Suresinin Tefsiri;Necdet Çağıl;xaX_n4jZKic;;https://i.ytimg.com/vi/xaX_n4jZKic/default.jpg
100;Adiyat;Âdiyat Suresinde Birbirinden Farklı Üç Konu İşlenir Bunların Birincisi: Cihat Atlarıdır  1;Necdet Çağıl;nFLl1Vo1YBk;;https://i.ytimg.com/vi/nFLl1Vo1YBk/default.jpg
100;Adiyat;Âdiyat Suresinde Birbirinden Farklı Üç Konu İşlenir Bunların Birincisi: Cihat Atlarıdır  2;Necdet Çağıl;S5LKvwNw59U;;https://i.ytimg.com/vi/S5LKvwNw59U/default.jpg
100;Adiyat;Âdiyat Suresinde İnsanların Ahirette Karşılaşılacakları Durumlarda Betimlenir;Necdet Çağıl;DlECZqf9RTE;;https://i.ytimg.com/vi/DlECZqf9RTE/default.jpg
100;Adiyat;Adiyat Suresi;Hüseyin Kemal Gürger;QBJdYjN0b_E;;https://i.ytimg.com/vi/QBJdYjN0b_E/default.jpg
100;Adiyat;Âdiyat SûresiTek Bölüm Tamamı(13.Ders) #Adiyatsuresi  #Tefsirdersleri  #Âdiyatsuresidinle #Adiyat;;ayYNxBFpQJY;;https://i.ytimg.com/vi/ayYNxBFpQJY/default.jpg
100;Adiyat;Celaleyn Âdiyat Suresi Tefsiri;Ahmet Akgül;bELBW5ZpWc;;https://i.ytimg.com/vi/bELBW5ZpWc/default.jpg
100;Adiyat;Adiyat Suresi  (Tefsir Dersleri)  Prof. Dr. Şadi Eren;Prof. Dr. Şadi Eren;7v2PWEdih9c;;https://i.ytimg.com/vi/7v2PWEdih9c/default.jpg
100;Adiyat;Tefsir15/Arif Özel Adiyat Suresi |23.11.2018;Arif Özel;QMTZXHkmf_s;;https://i.ytimg.com/vi/QMTZXHkmf_s/default.jpg
100;Adiyat;Âdiyat Suresi Tefsir  Muharrem Çakir;Muharrem Çakır;6X964cFBNJA;;https://i.ytimg.com/vi/6X964cFBNJA/default.jpg
100;Adiyat;Adiyat Suresi;Prof. Dr. Ali Akpınar;ACPpYCOo3xQ;;https://i.ytimg.com/vi/ACPpYCOo3xQ/default.jpg
100;Adiyat;Tefsir  181  Âdiyat Suresi (111)  İhsan Şenocak;İhsan Şenocak;8hffQeE10Q;;https://i.ytimg.com/vi/8hffQeE10Q/default.jpg
100;Adiyat;Tefsirul Kuran Hikmetul Beyan  Adiyat Suresi  Muhammed Hüseyin (R.A.);Muhammed Hüseyin;Z8NxnZqF9Q;;https://i.ytimg.com/vi/Z8NxnZqF9Q/default.jpg
100;Adiyat;Adiyat Suresi;Talha Toğrulca;fKp4IR4ueM;;https://i.ytimg.com/vi/fKp4IR4ueM/default.jpg
100;Adiyat;Adiyat Suresi;Talha Toğrulca;qdpQYl7K0ds;;https://i.ytimg.com/vi/qdpQYl7K0ds/default.jpg
100;Adiyat;Tefsir Dersleri   Adiyat Suresi;Prof. Dr. Şadi Eren;O4Ze6Dv7XZE;;https://i.ytimg.com/vi/O4Ze6Dv7XZE/default.jpg
100;Adiyat;Adiyat Suresi Tefsiri Alaeddin Palevi Hoca;Alâeddin Palevi;SuIog2cXbU;;https://i.ytimg.com/vi/SuIog2cXbU/default.jpg
100;Adiyat;195Beyyine Suresi 18 Zelzele Suresi 18 Adiyat Suresi 18 / Mustafa İslamoğlu  Tefsir Dersleri;Mustafa İslamoğlu;CagsWHNfXsU;;https://i.ytimg.com/vi/CagsWHNfXsU/default.jpg
100;Adiyat;93104. Duha, Insirah, Tin, Alak, Kadr, Beyyine, Zilzal, Adiyat, Karia, Tekasur, Asr, Humeze;Prof. Dr. Hasan Tahsin Feyizli;BjPLZSw9DhA;;https://i.ytimg.com/vi/BjPLZSw9DhA/default.jpg
100;Adiyat;6HümezeAsrTekasürKariaAdiyatZilzal;Mehmet Özçelik;ERu9bZBMdE;;https://i.ytimg.com/vi/ERu9bZBMdE/default.jpg
100;Adiyat;6 Hümeze Asr Tekasür Karia Adiyat Zilzal;Mehmet Özçelik;ZMQGZaOEijc;;https://i.ytimg.com/vi/ZMQGZaOEijc/default.jpg
100;Adiyat;23. Adiyat Suresi 811: Allah Sevgisi Yerine Mal SevdasiNerede Yanliş Yapiyoruz Ve Nasil Düzeltiriz;Mustafa Atmaca Sakaryevi;JeUD02Hygkw;;https://i.ytimg.com/vi/JeUD02Hygkw/default.jpg
100;Adiyat;23. Adiyat Suresi 811: Allah Sevgisi Yerine Mal SevdasiNerede Yanliş Yapiyoruz Ve Nasil Düzeltiriz;Mustafa Atmaca Sakaryevi;JeUD02Hygkw;;https://i.ytimg.com/vi/JeUD02Hygkw/default.jpg
100;Adiyat;Celaleyn TefsiriTekasürKariaAdiyatZilzal4www.Tesbitler.Com   www.Mehmetözçelik.Com;Mehmet Özçelik;HAMNTiScSk;;https://i.ytimg.com/vi/HAMNTiScSk/default.jpg
100;Adiyat;Zilzal  Karia  Âdiyat  Tekasür  Sureleri Tefsiri|Adem Sözkesen;Adem Sözkesen Hoca;VEGnwwQhCfw;;https://i.ytimg.com/vi/VEGnwwQhCfw/default.jpg
100;Adiyat;100 Adiyat Suresi Tefsiri;Muhammed Bilal Nadir;0qbYTgPNodk;;https://i.ytimg.com/vi/0qbYTgPNodk/default.jpg
100;Adiyat;22. Adiyat Suresi 17:Ateş Çikaran Savaş AtlariMünafiklar Hep Olur;Mustafa Atmaca Sakaryevi;Q4QNp_9DhNQ;;https://i.ytimg.com/vi/Q4QNp_9DhNQ/default.jpg
100;Adiyat;Adiyat Suresi Tefsiri (Tefsir Dersleri)  Adiyat Suresi Anlami Abdullah Vedat Baran;Abdullah Vedat Baran;z_2JibiDHnA;;https://i.ytimg.com/vi/z_2JibiDHnA/default.jpg
100;Adiyat;22. Adiyat Suresi 17:Ateş Çikaran Savaş AtlariMünafiklar Hep Olur;Mustafa Atmaca Sakaryevi;Q4QNp_9DhNQ;;https://i.ytimg.com/vi/Q4QNp_9DhNQ/default.jpg
46;Ahkaf;Ali Küçük Ahkaf Suresi 1 14  Ayetlerin Tefsiri;Ali Küçük;hNYhblw6rA;;https://i.ytimg.com/vi/hNYhblw6rA/default.jpg
46;Ahkaf;Ali Küçük Ahkaf Suresi 15 35  Ayetlerin Tefsiri;Ali Küçük;4BQrLi0h1g4;;https://i.ytimg.com/vi/4BQrLi0h1g4/default.jpg
46;Ahkaf;İslâm Bilgi Arşivi58Ahkaf Suresi120B;Mehmet Özçelik;oR63p5TRRC4;;https://i.ytimg.com/vi/oR63p5TRRC4/default.jpg
46;Ahkaf;İslâm Bilgi ArşiviAhkaf Suresi120;Mehmet Özçelik;njwU6ZFXHm8;;https://i.ytimg.com/vi/njwU6ZFXHm8/default.jpg
46;Ahkaf;46Ahkafwww.Tesbitler.Com   www.Mehmetözçelik.Com;Mehmet Özçelik;sq1YuFvh8YY;;https://i.ytimg.com/vi/sq1YuFvh8YY/default.jpg
46;Ahkaf;Ahkaf Suresi 16. 19. Ayet Tefsiri;Bayraktar Bayraklı;tkwv7sU9GKI;;https://i.ytimg.com/vi/tkwv7sU9GKI/default.jpg
46;Ahkaf;Ahkaf Suresi 13. 15. Ayet Tefsiri;Bayraktar Bayraklı;sskQQrvGsZY;;https://i.ytimg.com/vi/sskQQrvGsZY/default.jpg
46;Ahkaf;Ahkaf Suresi 20. 23. Ayet Tefsiri;Bayraktar Bayraklı;389BnaUUsPA;;https://i.ytimg.com/vi/389BnaUUsPA/default.jpg
46;Ahkaf;Ahkaf Suresi 27. 28. Ayet Tefsiri;Bayraktar Bayraklı;8PHkcu2HtiI;;https://i.ytimg.com/vi/8PHkcu2HtiI/default.jpg
46;Ahkaf;Ahkaf Suresi 29. 35. Ayet Tefsiri;Bayraktar Bayraklı;OfKIZsCkEQ;;https://i.ytimg.com/vi/OfKIZsCkEQ/default.jpg
46;Ahkaf;Ahkaf Suresi 24. 26. Ayet Tefsiri;Bayraktar Bayraklı;8SNAxnVtOrY;;https://i.ytimg.com/vi/8SNAxnVtOrY/default.jpg
46;Ahkaf;1) Ahkaf Suresi 1. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;m0iIKq9udh0;;https://i.ytimg.com/vi/m0iIKq9udh0/default.jpg
46;Ahkaf;2) Ahkaf Suresi 6. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;zAe9u_kR7eg;;https://i.ytimg.com/vi/zAe9u_kR7eg/default.jpg
46;Ahkaf;3) Ahkaf Suresi 10. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;IZEQdsn0sCo;;https://i.ytimg.com/vi/IZEQdsn0sCo/default.jpg
46;Ahkaf;4) Ahkaf Suresi 15. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;nFxVBN37RKU;;https://i.ytimg.com/vi/nFxVBN37RKU/default.jpg
46;Ahkaf;5) Ahkaf Suresi 17. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;;;https://i.ytimg.com/vi/ZQZPQxkTOw/default.jpg
46;Ahkaf;6) Ahkaf Suresi 25. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;awmnOqNJd9Y;;https://i.ytimg.com/vi/awmnOqNJd9Y/default.jpg
46;Ahkaf;7) Ahkaf Suresi 26. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;9XoThwSc9_k;;https://i.ytimg.com/vi/9XoThwSc9_k/default.jpg
46;Ahkaf;8) Ahkaf Suresi 29. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;I3HE3Zo714E;;https://i.ytimg.com/vi/I3HE3Zo714E/default.jpg
46;Ahkaf;9) Ahkaf Suresi 33. Âyet Celaleyn Tefsiri  Molla Selahaddin Atalay  Huzur Medreseleri;Molla Selahaddin Atalay;ZzUzChM_Xfc;;https://i.ytimg.com/vi/ZzUzChM_Xfc/default.jpg
46;Ahkaf;Kur’An Meali – Ahkaf Suresi 2135. Ayetler (Fatih Çollak Ile Kur’An Dersleri);Fatih Çollak;tFfMe1Yktrc;;https://i.ytimg.com/vi/tFfMe1Yktrc/default.jpg
46;Ahkaf;Kur’An Meali – Ahkaf Suresi 120. Ayetler (Fatih Çollak Ile Kur’An Dersleri);Fatih Çollak;a4fWQKetnzc;;https://i.ytimg.com/vi/a4fWQKetnzc/default.jpg
46;Ahkaf;Fizilalil Kuran Tefsiri  161 Ahkaf Suresi 1;Seyyid Kutub;yZQHeOWiQZc;;https://i.ytimg.com/vi/yZQHeOWiQZc/default.jpg
46;Ahkaf;Fizilalil Kuran Tefsiri  162 Ahkaf Suresi 2;Seyyid Kutub;I5MpOzFH3OQ;;https://i.ytimg.com/vi/I5MpOzFH3OQ/default.jpg
46;Ahkaf;Kuranın Dilinden 394.Bölüm  (Ahkaf Suresi 114);Prof. Dr. Mehmet Ünal;9uDilHIUk4;;https://i.ytimg.com/vi/9uDilHIUk4/default.jpg
46;Ahkaf;Kuranın Dilinden 395.Bölüm  (Ahkaf Suresi 1520);Prof. Dr. Mehmet Ünal;87o9uqZjG8;;https://i.ytimg.com/vi/87o9uqZjG8/default.jpg
46;Ahkaf;Kuranın Dilinden 396.Bölüm  (Ahkaf Suresi 2128);Prof. Dr. Mehmet Ünal;fpvUE7TBS_4;;https://i.ytimg.com/vi/fpvUE7TBS_4/default.jpg
46;Ahkaf;Kuranın Dilinden 397.Bölüm  (Ahkaf Suresi 2935);Prof. Dr. Mehmet Ünal;IlDTco3fU6I;;https://i.ytimg.com/vi/IlDTco3fU6I/default.jpg
46;Ahkaf;Tefsir Dersi 530 (Ahkaf Suresi 2935)  Adem Ergül;Adem Ergül;t9fw0YpVpjg;;https://i.ytimg.com/vi/t9fw0YpVpjg/default.jpg
46;Ahkaf;Tefsir Dersi 529 (Ahkaf Suresi 2028)  Adem Ergül;Adem Ergül;ChyrzTkurXQ;;https://i.ytimg.com/vi/ChyrzTkurXQ/default.jpg
46;Ahkaf;Tefsir Dersi 528 (Ahkaf Suresi 1519)  Adem Ergül;Adem Ergül;cLHAjPAr0Q;;https://i.ytimg.com/vi/cLHAjPAr0Q/default.jpg
46;Ahkaf;Tefsir Dersi 527 (Ahkaf Suresi 914)  Adem Ergül;Adem Ergül;;;https://i.ytimg.com/vi/sC9vChsEpw/default.jpg
46;Ahkaf;Tefsir Dersi 526 (Ahkaf Suresi 18)  Adem Ergül;Adem Ergül;n9sGHJ4DuvM;;https://i.ytimg.com/vi/n9sGHJ4DuvM/default.jpg
46;Ahkaf;158Ahkaf Suresi 120 / Mustafa İslamoğlu  Tefsir Dersleri;Mustafa İslamoğlu;QDoZXeiIpY;;https://i.ytimg.com/vi/QDoZXeiIpY/default.jpg
46;Ahkaf;159Ahkaf Suresi 2135 Muhammed Suresi 18 / Mustafa İslamoğlu  Tefsir Dersleri;Mustafa İslamoğlu;0fsjlSey0sY;;https://i.ytimg.com/vi/0fsjlSey0sY/default.jpg
46;Ahkaf;Tefsir Dersi 526 (Ahkaf Suresi 18)  Adem Ergül;Dr. Adem Ergül;dZPU4SYFcvs;;https://i.ytimg.com/vi/dZPU4SYFcvs/default.jpg
46;Ahkaf;Tefsir Dersi 527 (Ahkaf Suresi 914)  Adem Ergül;Dr. Adem Ergül;F2w0MjqF3K4;;https://i.ytimg.com/vi/F2w0MjqF3K4/default.jpg
46;Ahkaf;Tefsir Dersi 528 (Ahkaf Suresi 1519)  Adem Ergül;Dr. Adem Ergül;4iHenoBW5vI;;https://i.ytimg.com/vi/4iHenoBW5vI/default.jpg
46;Ahkaf;Tefsir Dersi 529 (Ahkaf Suresi 2028)  Adem Ergül;Dr. Adem Ergül;peAAljC1jhU;;https://i.ytimg.com/vi/peAAljC1jhU/default.jpg
46;Ahkaf;Tefsir Dersi 530 (Ahkaf Suresi 2935)  Adem Ergül;Dr. Adem Ergül;suVGwmbi5QQ;;https://i.ytimg.com/vi/suVGwmbi5QQ/default.jpg
46;Ahkaf;Ahkaf Suresi (120 Ayetler) Tefsir  Muharrem Çakır;Muharrem Çakır;oX7HQGxNMA;;https://i.ytimg.com/vi/oX7HQGxNMA/default.jpg
46;Ahkaf;Ahkaf Suresi (2135 Ayetler) Tefsir  Muharrem Çakır;Muharrem Çakır;YXLxhjegVGA;;https://i.ytimg.com/vi/YXLxhjegVGA/default.jpg
46;Ahkaf;Tefsir  89 Ahkaf Suresi (2935) İhsan Şenocak Hoca;İhsan Şenocak;rHBNnDS8d8Q;;https://i.ytimg.com/vi/rHBNnDS8d8Q/default.jpg
46;Ahkaf;Tefsir  88 Ahkaf Suresi (2128) İhsan Şenocak Hoca;İhsan Şenocak;AAgX_k2Rf5I;;https://i.ytimg.com/vi/AAgX_k2Rf5I/default.jpg
46;Ahkaf;Tefsir  87 Ahkaf Suresi (1520) İhsan Şenocak Hoca;İhsan Şenocak;IEaURRtyK04;;https://i.ytimg.com/vi/IEaURRtyK04/default.jpg
46;Ahkaf;Tefsir  86 Ahkaf Suresi (714) İhsan Şenocak Hoca;İhsan Şenocak;2uWMD88bMlM;;https://i.ytimg.com/vi/2uWMD88bMlM/default.jpg
46;Ahkaf;Tefsir  85 Ahkaf Suresi (16) İhsan Şenocak Hoca;İhsan Şenocak;vakFA_7f_M4;;https://i.ytimg.com/vi/vakFA_7f_M4/default.jpg
46;Ahkaf;Tefsir88Ahkaf Suresi 2128 ~ İhsan Şenocak Hocaefendi;İhsan Şenocak;mR7f6nsRQ30;;https://i.ytimg.com/vi/mR7f6nsRQ30/default.jpg
46;Ahkaf;Tefsir89Ahkaf Suresi 2935 ~ İhsan Şenocak Hocaefendi;İhsan Şenocak;GHQ10aVFlLM;;https://i.ytimg.com/vi/GHQ10aVFlLM/default.jpg
46;Ahkaf;Tefsir87Ahkaf Suresi 1520 ~ İhsan Şenocak Hocaefendi;İhsan Şenocak;H2m6qUzxpjs;;https://i.ytimg.com/vi/H2m6qUzxpjs/default.jpg
46;Ahkaf;Tefsir85Ahkaf Suresi 16 ~ İhsan Şenocak Hocaefendi;İhsan Şenocak;Cn9zTfkJFU;;https://i.ytimg.com/vi/Cn9zTfkJFU/default.jpg
46;Ahkaf;46 Ahkaf Suresi Tefsiri;Muhammed Bilal Nadir;wQrzQpMC4Tc;;https://i.ytimg.com/vi/wQrzQpMC4Tc/default.jpg
46;Ahkaf;Tefsirul Kuran Hikmetul Beyan  Ahkaf Suresi 1.Bölüm  Muhammed Hüseyin (R.A.);Muhammed Hüseyin;hci72oFNCR4;;https://i.ytimg.com/vi/hci72oFNCR4/default.jpg
46;Ahkaf;Tefsirul Kuran Hikmetul Beyan  Ahkaf Suresi 2.Bölüm  Muhammed Hüseyin (R.A.);Muhammed Hüseyin;l_IvoKL_tAQ;;https://i.ytimg.com/vi/l_IvoKL_tAQ/default.jpg
46;Ahkaf;46.1 Tefsir Dersleri Ahkaf Suresi 112. Ayetler  Ali Kara Hocaefendi;Ali Kara Hocaefendi;szYTCzh_bsc;;https://i.ytimg.com/vi/szYTCzh_bsc/default.jpg
46;Ahkaf;46.2 Tefsir Dersleri Ahkaf Suresi 1335. Ayetler  Ali Kara Hocaefendi;Ali Kara Hocaefendi;nGR8gGzOlyg;;https://i.ytimg.com/vi/nGR8gGzOlyg/default.jpg
46;Ahkaf;"Tuncer Namli  "" Ahkaf Suresi (21  35) ""  Ayetlerin Tefsiri";Tuncer Namlı;zs9xyIn5SyY;;https://i.ytimg.com/vi/zs9xyIn5SyY/default.jpg
46;Ahkaf;"Tuncer Namlı  "" Ahkaf Suresi (1  20) ""  Ayetlerin Tefsiri";Tuncer Namlı;9Dmxo2NBnc8;;https://i.ytimg.com/vi/9Dmxo2NBnc8/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 1, 2, 3, 4 Ve 5. AyetI Kerimeler;Prof. Dr. Orhan Karmış;nydNmAGxYuE;;https://i.ytimg.com/vi/nydNmAGxYuE/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 6, 7, 8 Ve 9. AyetI Kerimeler;Prof. Dr. Orhan Karmış;iLmL7kjGIHo;;https://i.ytimg.com/vi/iLmL7kjGIHo/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 10 Ve 11. AyetI Kerimeler;Prof. Dr. Orhan Karmış;25aIM7ECJ4I;;https://i.ytimg.com/vi/25aIM7ECJ4I/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 12, 13 Ve 14. AyetI Kerimeler;Prof. Dr. Orhan Karmış;zGOgZ0tT0;;https://i.ytimg.com/vi/zGOgZ0tT0/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 15. AyetI Kerime;Prof. Dr. Orhan Karmış;GBXaeUpSRHk;;https://i.ytimg.com/vi/GBXaeUpSRHk/default.jpg
46;Ahkaf;Prof. Dr. Orhan Karmış Ile Tefsir Dersleri|Ahkaf Suresi 16 Ve 17. AyetI Kerimeler;Prof. Dr. Orhan Karmış;nXl4QqVEbrU;;https://i.ytimg.com/vi/nXl4QqVEbrU/default.jpg
